formulae,charges
['C188H344N4O105P2'],[]
['C36H68O5'],[]
['R'],[]
['C3H6NO6P'],[-2]
['C17H24N5O19P3'],[]
['C31H54N3O18P2'],[]
['C33H55N3O19P2'],[]
['C176H336O15'],[]
['C84H164O4'],[]
['C20H34O17'],[]
['C105H198O10'],[]
['C99H188O6'],[]
['C31H59N2O8PRS'],[]
['C39H63N8O19'],[]
"['C11H21N2O4S', 'C11H22N2O4S']",[0]
['C11H10O3'],[]
['C23H37O3'],[]
['C44H85O13P2'],[]
['C41H61N9O29P2'],[]
['C96H190O5'],[]
['C18H30N2O13S'],[]
['C27H40N4O14S'],[]
['C12H24NO10'],[]
['C4H5O3'],[-1]
['C6H11O9P'],"[0, -2, -1]"
['C6H11O9P'],"[0, -2, -1]"
['C44H73N5O10'],[]
['C72H134O24P'],[]
['C66H124O19P'],[]
['C38H73O8P'],[]
['C62H114O28P'],[]
['C68H124O33P'],[]
['C35H51N7O27P2'],[]
['C28H39N5O24P2'],[]
"['C34H51N7O24P2', 'C34H52N7O24P2']",[-4]
['C50H81O7P2'],[]
['C94H155N9O25P2'],[]
['C5H6NO3'],[-1]
['C9H21N2OS2'],[1]
['C44H84O13P'],[]
['R'],[]
['CO'],[0]
['C62H111N5O8P'],[]
['C69H131N2O8PRS'],[]
['C71H137N2O9PRS'],[]
['C15H18N3O5S'],[]
"['Fe8S8H2X', 'Fe8S8X']",[0]
['C6H9O6'],[]
['C55H88O11P2'],[]
['C55H88O11P2'],[]
"['C43H40N4O16Co', 'C43H41CoN4O16']","[-8, -7]"
['C41H70N7O17P3S'],[-4]
"['C19H17N7O6', 'C19H18N7O6']","[-1, -2]"
['C29H42N7O19P3S'],[0]
['C8H8O4'],[0]
['C29H42N7O18P3S'],[0]
['C29H42N7O18P3S'],[0]
['C5H12O5'],[0]
['C3H6O2'],[0]
['C4H7O3'],"[0, -1]"
['C6H10O6'],[0]
['C6H8O5'],[0]
['C6H15N2O2'],"[0, 1]"
['C26H30N2O16'],[0]
['C42H49N3O26'],[0]
[],[-24]
[],[-47]
[],[-24]
[],[-24]
['C2086H4048N50O400P50'],[0]
['C14H20N4O8P2S'],[-1]
['C43H43CoN4O16'],[-7]
['C45H56CoN6O12'],[-5]
['C3H9NO'],[0]
"['C650H1093N2O436P4', 'C656H1103N2O440P4']",[-11]
['C151H250O75P2'],[-2]
['C175H290O92P2'],[-2]
['C391H650O245P2'],[-2]
['C415H690O262P2'],[-2]
['C463H770O296P2'],[-2]
['C15H21N3O14P2'],[-2]
['C27H46FeN6O10'],[0]
['C27H46FeN6O10'],[0]
['C27H46N6O10'],[0]
['C27H46N6O10'],[0]
['C79H132O24P2'],[-2]
['C6H5O6'],[-3]
['H2O6S3'],[-2]
[],[0]
[],[0]
[],[0]
['C79H132O24P2'],[-2]
['C42H49N3O26'],[0]
"['C30FeH29N3O16', 'C30H29FeN3O16']","[0, 3]"
"['C30FeH29N3O16', 'C30H29FeN3O16']","[0, 3]"
['C292H498N87O98S2'],[0]
['C382H661N112O122S3'],[0]
['C366H631N112O121S3'],[0]
['C40H63N5O3'],[]
['C4H10O'],[]
['C11H10O4'],[-2]
['C10H11N5O9P2'],[-2]
['C20H22N10O12P2'],[-2]
['CrO4'],[-2]
"['Fe12S12X', 'Fe8S8X']","[-3, -2]"
"['C7H10O7', 'C7H7O7']","[0, -3]"
['C137H244N4O60P2'],[-6]
['C124H222N4O49P2'],[-6]
['C110H198N4O37P2'],[-6]
['C68H129N4O18P'],[-2]
['C34H65N2O11P'],[-2]
['X'],[]
['C36H62O31'],[]
['C32H39N7O19P3S'],[-5]
['C26H38N7O17P3S'],[-4]
['Fe1S0'],[3]
['Fe1S0'],[2]
['C29H51N4O17P2'],[-1]
['C17H23N3O17P2'],[-2]
['C17H27N4O16P2'],[-1]
['C25H36N7O17P3S'],[-4]
['C14H27O3'],[-1]
['C5H9O2'],[-1]
['C7H8O'],[0]
['X'],[]
['X'],[-1]
['C128H227N3O63P2'],[-4]
['C142H255N5O63P2'],[-4]
['C42H54FeN8O6S2'],[3]
['C42H54FeN8O6S2'],[2]
['U'],[6]
['V'],[4]
['V'],[5]
['C7H8O2'],[0]
['C4H10O'],[]
['CrO4'],[-2]
['C137H244N4O60P2'],[-6]
['C42H54FeN8O6S2'],[3]
['C42H54FeN8O6S2'],[2]
['C34H65N1O10P1'],[-1]
['C38H73N1O10P1'],[-1]
['C38H69N1O10P1'],[-1]
['C42H81N1O10P1'],[-1]
['C42H77N1O10P1'],[-1]
['C5H9O2'],[-1]
['C6H12O6'],[0]
['C8H8O4'],[0]
"['C21H39O7P', 'C21H39O7P1']",[-2]
['C29H49N2O8PRS'],[-1]
['C29H47N2O8PRS'],[-1]
['C3H8NO'],[1]
['C33H34N4O6'],[-2]
['R'],[3]
['O2'],[0]
['C48H83N3O15P2'],[-2]
['C48H71N3O15P2'],[-2]
['C45H82O10'],[0]
['C51H93O15'],[1]
['C45H78O10'],[0]
['C51H89O15'],[1]
['C35H31MgN4O5'],[-1]
['C39H60O5'],[0]
['C28H48O2'],[0]
['C35H31MgN4O5'],[-1]
['C42H77O13P2'],[-3]
['C42H78O10P1'],[-1]
['C42H73O13P2'],[-3]
['C42H74O10P1'],[-1]
['C42H69O13P2'],[-3]
['C42H65O13P2'],[-3]
['C4H6O2R'],[0]
['C40H64'],[0]
['C40H62'],[0]
['C40H60'],[0]
['C45H75O13S'],[-1]
['C28H48O2'],[0]
['C29H50O2'],[0]
"['HCO3', 'CHO3']",[-1]
['C9H17O11P'],[-2]
['C30H52O'],[0]
['C45H51N12O22'],[-7]
['C20H31O4'],[-1]
['C20H31O4'],[-1]
['C27H44O2'],[0]
['C9H8NO4'],[-1]
['C9H9I2NO3'],[0]
['C4H9NO2'],[0]
['C9H10O3'],[0]
['C9H7NO2'],[0]
['C12H18N2O4S'],[0]
['C6H4NO6S'],[-1]
['C9H6NO4'],[-1]
['C10H9NO2'],[0]
['C39H45N11O18'],[-6]
['C13H16N2O3'],[0]
['XCO2C21H31N7O15P3S'],[-4]
['XCO2C21H31N7O15P3S'],[-4]
['CO2R2C7H14NO2'],[0]
['CO2R3'],[-1]
['CO2R3C21H31N7O15P3S'],[-4]
['CO2RC21H31N7O15P3S'],[-4]
['C7H16NO2'],[1]
['C69H118N4O40RCO'],[-1]
['C15H20N5O17P3'],[-4]
['C7H16O5NPRR2CO'],[0]
['C4H10O4PRCO2'],[-2]
['C20H31O2'],[-1]
"['C6H7O6', 'C6H8O6']","[0, -1]"
['C29H44O2'],[0]
['C45H50N4O18'],[-2]
['C24H41N3O16'],[0]
['C21H30O5'],[0]
['C21H30O4'],[0]
['C3H6ORCO2R2CO2'],[0]
['C22H33O2'],[-1]
['C43H64N7O17P3S'],[-4]
['C29H47NO4'],[0]
['C10H14N3'],[1]
['C1080H1748O10'],[0]
['C18H38NO2RCO'],[0]
['C19H28O2'],[0]
['C41H64N7O17P3S'],[-4]
['C27H47NO4'],[0]
['C10H10N2O'],[0]
"['C16H35NO4', 'C16H31NO4']",[0]
['C1140H1868O90P10'],[-10]
['C1140H1868O90P10'],[-10]
['C1085H1780O90P10'],[-10]
['C8H12NO2'],[1]
['C32H39NO3'],[0]
['C20H31O2'],[-1]
['C27H45NO4'],[0]
['C25H47NO4'],[0]
['C18H22O2'],[0]
['C18H21O5S'],[-1]
['C56H99N2O30RCO'],[0]
['C31H58NO14PRCO2R2CO2'],[0]
['C24H46NO7RCO'],[0]
['C66H111N4O38RCO'],[-2]
['C52H88N3O28RCO'],[-2]
['C48H81O41X'],[0]
['C66H111O56X'],[0]
['C6H10O6'],[0]
['C18H24O3'],[0]
['C33H65NO4'],[0]
['C9H9O4'],[-1]
['C20H29O3'],[-1]
['C28H42N2O8S'],[-2]
['C45H78N7O17P3S'],[-4]
['C31H61NO4'],[0]
['C25H45NO4'],[0]
['C18H29O2'],[-1]
['C1360H2228N20O270P20'],[-20]
['C26H45NO21'],[0]
['C1420H2328N20O320P20'],[-20]
['C1540H2528N20O420P20'],[-20]
['C1485H2440N20O420P20'],[-20]
['C3H7O2R2CO2'],[0]
['C10H16NO3'],[1]
['C3H5O3S'],[-1]
['C6H10O5S2N'],[-1]
['C6H8O18P4'],[-8]
['C6H8O18P4'],[-8]
['C6H10O12P2'],[-4]
"['CH6N', 'C1H6N']",[1]
['C8H6NO3'],[-1]
['C5H16N2'],[2]
['C9H14NO3'],"[0, 1]"
['C24H45O2'],[-1]
['C45H76N7O17P3S'],[-4]
['C5H13NO3P'],[-1]
['C6H15N4O3'],"[0, 1]"
['C54H90N3O29RCO'],[-2]
['C11H23O4NPRCO2'],[0]
"['C4H8N3O5P', 'C4H9N3O5P']","[-1, -2]"
['C27H44O'],[0]
['C5H12NO4PRCO2R2CO2'],[0]
['C6H12O6PRCO2R2CO2'],"[0, -1]"
['C41H70N7O17P3S'],[-4]
['C21H31O5S'],[-1]
['C20H31O5'],[-1]
['C6H11NO6PRCO2R2CO2'],[-1]
"['C15H30O2', 'C15H29O2']",[-1]
['C20H28O'],[0]
['C20H30O'],[0]
['C20H27O2'],[-1]
['C84H136N6O62'],[-2]
['C18H37NO5P'],[-1]
['C39H58N7O17P3S'],[-4]
['C45H66N7O17P3S'],[-4]
['C45H68N7O17P3S'],[-4]
['C24H37O2'],[-1]
['C20H29O2'],[-1]
['C27H44O'],[0]
['C8H12NO'],[1]
['C18H33O2'],"[0, -1]"
['C28H44O'],[0]
['C27H46O3'],[0]
['C40H45N11O19'],[-6]
['C20H29OR2CO'],[0]
['C6H13O7PRCO2'],[-1]
['C28H44O3'],[0]
['C6H5NO4'],[0]
['C7H7O7'],[-3]
['C8H10O4'],[0]
['C4H9NO2'],[0]
['C6H5NO3'],"[0, -1]"
['C19H29O5S'],[-1]
['C20H21N7O7'],[-2]
['C17H19N3O4S'],[0]
"['C20H24N7O6', 'C20H23N7O6']","[-1, -2]"
['C19H28O3'],[0]
['C49H55N13O24'],[-8]
['C49H57N13O24'],[-8]
['C20H29OR2CO'],[0]
['C72H121N4O43RCO'],[-2]
['C72H121N4O43RCO'],[-2]
['C9H14NO3'],[1]
['C17H12O6'],[0]
['C21H28O5'],[0]
['C25H38O8'],[0]
['C21H32O2'],[0]
"['C62H93CoN13O15P', 'C62H89CoN13O15P']","[0, 1]"
['C20H39O2'],[-1]
['C10H16O'],[0]
['C22H33O2'],[-1]
['C45H66N2O45S3X'],[-5]
['C45H65N2O48S4X'],[-6]
['C8H11NO5S'],[0]
['C17H12O7'],[0]
['C24H32O8'],[0]
['C64H112N3O36RCO'],[0]
['C50H89N2O26RCO'],[0]
['C64H112N3O35RCO'],[0]
['C90H155N4O54RCO'],[0]
['C64H112N3O37RCO'],[0]
['C70H122N3O41RCO'],[0]
['C26H43NO5'],[0]
['C3H5O4'],"[0, -1]"
['C66H111O56X'],[0]
['C18H31O16X'],[0]
['C99H159N7O62RCO'],[-5]
['C99H159N7O62RCO'],[-5]
['C77H127N5O46RCO'],[-3]
['C9H6O3'],[0]
['C79H113N5O101S12X'],[-13]
['C47H31NO15'],[0]
['I'],[-1]
['C89H142N7O72S3X'],[-4]
['C18H31O2'],[-1]
['C65H106N4O37RCO'],[-3]
['C10H8O'],[0]
['C10H16O'],[0]
['C31H46O2'],[0]
['C5H9NO2'],[0]
['C20H31O5'],[-1]
['C20H31O5'],[-1]
['C20H30O'],[0]
['C26H35O8'],[-1]
['C3H4O6S'],[-2]
['C10H13N2O'],[1]
['C66H112O56'],[0]
['C24H35O2'],[-1]
['C19H21N7O6'],[-2]
['C12H16N4O10P3S'],[-3]
['C15H11I4NO4'],[0]
['C15H12I3NO4'],[0]
['C19H27O5S'],[-1]
['C27H44O'],[0]
['C12H23O3'],[-1]
['C27H46O3'],[0]
"['C10H10N5O7P', 'C10H11N5O7P']",[-1]
"['XH', 'HX']",[0]
['C14H24NO10X'],[0]
['C8H14NO5X'],[0]
['C8H15NO6'],[0]
['C92H158N5O55RCO'],[0]
['C66H115N4O37RCO'],[0]
['C72H121N4O43RCO'],[-2]
['C55H95N3O30RCO'],[-1]
['C22H37N2O15X'],[0]
['C18H36NO2RCO'],[0]
['C23H36O20X'],[-1]
['C31H47NO31S2X'],[-3]
['C45H67N2O42S2X'],[-4]
['C45H66N2O45S3X'],[-5]
['C37H54NO37S2X'],[-4]
['C45H64N2O51S5X'],[-7]
['C45H63N2O54S6X'],[-8]
['C61H105N3O34RCO'],[-1]
['C61H105N3O34RCO'],[-1]
['C56H99N2O30RCO'],[0]
"['X', 'C78H135N4O46RCO']",[0]
['C50H89N2O26RCO'],[0]
['C62H109N2O35RCO'],[0]
['C64H107N2O50X'],[0]
['C44H79N2O22RCO'],[0]
['C44H79N2O22RCO'],[0]
['C56H99N2O31RCO'],[0]
['C96H165N4O60RCO'],[0]
['C54H96NO32RCO'],[0]
['C66H111N4O38RCO'],[-2]
['C18H32O16'],[0]
['C55H95N3O30RCO'],[-1]
['C41H72N2O20RCO'],[-1]
['C22H37N2O15X'],[0]
['C88H143N6O54RCO'],[-4]
['C88H143N6O54RCO'],[-4]
['C77H127N5O46RCO'],[-3]
['C79H116N5O92S9X'],[-10]
['C79H115N5O95S10X'],[-11]
['C79H116N4O64X'],[-5]
['C129H209N9O98S2X'],[-3]
['C171H274N12O140S6X'],[-7]
['C185H297N13O150S6X'],[-7]
['C199H319N14O163S7X'],[-8]
['C213H340N15O179S9X'],[-10]
['C219H350N15O184S9X'],[-10]
['C101H164N7O75SX'],[-2]
['C121H196N8O93S2X'],[-3]
['C33H53N3O23X'],[-1]
['C47H76N4O33X'],[-1]
['C69H111N6O51SX'],[-2]
['C83H134N7O61SX'],[-2]
['C68H113N4O49X'],[0]
['C12H22O11'],[0]
['C52H87N2O40X'],[0]
['C58H97N2O45X'],[0]
['C64H107N2O50X'],[0]
['C64H107N2O50X'],[0]
"['C75H123N5O58R2', 'C70H117N2O55X']",[0]
['C50H83N4O35X'],[0]
['C8H18NO4PRCO2R2CO2'],[0]
['C90H145N6O65X'],[-2]
['C9H11N2O9P'],[-2]
['C20H21N7O7'],[-2]
['C50H57N13O25'],[-8]
['C44H49N12O21'],[-7]
['CO2R'],[-1]
['C52H92N3O27RCO'],[0]
['C8H15NO6'],[0]
['C52H92N3O27RCO'],[0]
['C11H18NO9'],[-1]
['C10H12N5O7P'],[-2]
['C27H46O'],[0]
['C9H12N3O8P'],[-2]
['C21H32N7O16P3S'],"[0, -4]"
['C16H27N2O10X'],[0]
['C37H55NO38S2'],[-4]
['C37H54NO41S3'],[-5]
['C37H55NO38S2'],[-4]
['C45H67N2O46S3'],[-5]
['C31H48NO32S2'],[-3]
['C31H47NO35S3'],[-4]
['C37H53NO44S4'],[-6]
['C31H46NO38S4'],[-5]
['C31H48NO32S2'],[-3]
['C9H13N3O4'],[0]
['C10H12N5O7P'],[-2]
['C30H56NO12RCO'],[0]
['C10H13N2O8P'],[-2]
['CH2O'],[0]
['C30H56NO12RCO'],[0]
['C44H79N2O22RCO'],[0]
['C6H12O6'],[0]
['C6H9O7'],[-1]
['C5H8NO4'],"[0, -1]"
"['C10H13N5O5', 'C10H12N5O5']",[0]
['C28H40N2O22'],[-2]
['C79H114N5O102S12'],[-13]
['C55H83N3O61S5'],[-6]
['C49H71N2O57S5'],[-7]
['C43H67N2O42S2'],[-3]
['C31H50NO26'],[-1]
['C67H98N4O83S9'],[-10]
['C67H99N4O80S8'],[-9]
['C61H87N3O76S8'],[-10]
['C241H383N17O209S12X'],[-13]
['C166H267N11O145S8'],[-8]
['C241H384N17O210S12'],[-13]
['C138H223N9O119S6'],[-6]
['C233H371N16O205S12'],[-13]
"['C62H103N4O49S1', 'C62H103N4O49S']",[-1]
['C194H311N13O171S10'],[-10]
['C70H113N5O59S3X'],[-3]
['C70H114N5O56S2X'],[-2]
['C50H84N4O36'],[0]
['C5H9NO2'],"[0, -1]"
"['SO4', 'O4S']",[-2]
['C18H38NO2'],[1]
['C23H48N2O5PRCO'],[0]
['C9H11N2O12P2'],[-3]
['C17H25N3O17P2'],"[0, -2]"
['C9H12N2O6'],[0]
['C50H57N13O25'],[-8]
['C21H30O3'],[0]
['C28H44O3'],[0]
['C58H88O3'],[0]
['C58H88O4'],[0]
['C26H38N7O18P3S'],[-4]
['C57H85O3'],[-1]
['C25H38N7O18P3S'],[-4]
['C25H38N7O18P3S'],[-4]
['C4H7O3'],"[0, -1]"
['C3H2O6S'],[-2]
['C6H12O'],[0]
['C44H49N12O21'],[-7]
['C6H7NO5'],[-2]
['CO2R2C21H31N7O15P3S'],[-4]
['CO2R3C7H14NO2'],[0]
['C43H66N7O17P3S'],[-4]
['C29H49NO4'],[0]
['C5H16N4'],[2]
['C27H53NO4'],[0]
['C25H36N7O17P3S'],[-4]
['C16H28N4O4S'],[0]
['C4H7O2'],[-1]
['C43H62N7O17P3S'],[-4]
['C31H46N7O17P3S'],[-4]
"['C62H88CoN13O14P', 'C62H88N13O14PCo', 'C62H92CoN13O14P']",[0]
['CH2NO5P'],[-2]
['C27H46O'],[0]
['C43H64N7O17P3S'],[-4]
['C4H9N3O2'],[0]
['C9H13N3O4'],[0]
['C10H12N5O7P'],[-2]
"['C10H15N4O13P3', 'C10H11N4O13P3']","[0, -4]"
['C4H9NO2'],[0]
['C10H13N2O8P'],[-2]
['C9H11N2O11P2'],[-3]
['C9H12N2O5'],[0]
[],[]
['CH2O'],[0]
['C6H8O8'],[-2]
['C5H10N2O3'],[0]
['C5H8NO7P'],[-2]
['C3H8O3'],[0]
['C24H47NO4'],[0]
['C5H5N2O2'],"[0, -1]"
['C5H6N2O'],[0]
['C3H6O2'],[0]
['C25H43NO4'],[0]
['C25H43NO4'],[0]
['C31H59NO4'],[0]
['O2'],[-1]
['C29H46N7O17P3S'],[-4]
['C3H5O4PRCO2R2CO2'],[-2]
['C37H62N7O17P3S'],[-4]
"['HO10P3', 'H1O10P3']",[-4]
"['C36H64N7O17P3S', 'C36H60N7O17P3S']",[-4]
['C22H43NO4'],[0]
['C4H14N2'],[2]
['C10H14O'],[0]
['C59H90O4'],[0]
['C59H92O4'],[0]
"['SO4', 'O4S']",[-2]
['C39H66N7O17P3S'],[-4]
['C25H41NO4'],[0]
['C31H51NO4'],[0]
['C45H70N7O17P3S'],[-4]
['C27H46O4'],[0]
['C21H41NO4'],[0]
['C9H11N2O12P2'],[-3]
['C9H12N2O6'],[0]
['C39H64N7O17P3S'],[-4]
['C27H48O3'],[0]
['C27H44O3'],[0]
['C27H48O3'],[0]
"['C20H25O3', 'C20H27O3']",[-1]
"['C10H10N5O7P', 'C10H11N5O7P']",[-1]
"['C9H11N5O13P3', 'C9H12N5O13P3']",[-4]
['C10H15N2O3S'],[-1]
['C9H13N3O5'],[0]
['C10H12N5O12P3'],[-4]
['C10H12N5O13P3'],[-4]
['C10H13N2O14P3'],[-4]
['C9H11N2O14P3'],[-4]
['C11H12NO9P'],[-2]
['C6H6O27P7'],[-13]
['C15H23N6O5Se'],[1]
['C29H48O'],[0]
"['C29H46O3', 'C29H45O3']",[0]
['C28H44O'],[0]
['XCO2C21H31N7O15P3S'],[-4]
['C14H20N6O5S'],[0]
['C20H31O2'],[-1]
['C10H12N5O13P3'],[-4]
['C45H50N4O18'],[-2]
['C33H34N4O6'],[-2]
['C27H44O'],[0]
['C21H28O5'],[0]
['C21H30O5'],[0]
['C21H30O4'],[0]
['C3H6ORCO2R2CO2'],[0]
['C48H76N7O19P3S'],[-4]
['C19H28O2'],[0]
['C1080H1758O70P20'],[-30]
['C1140H1868O90P10'],[-10]
['C1140H1868O90P10'],[-10]
['C1085H1780O90P10'],[-10]
['C27H44O'],[0]
['C32H39NO3'],[0]
['C53H100N3O35P3RCO2R2CO2X'],[0]
['C18H22O2'],[0]
['C2H7NO4P'],[-1]
"['CHO2', 'CH1O2']",[-1]
['C1840H3028N20O670P20'],[-20]
"['C82H137N2O65X', 'C87H143N5O68R2']",[0]
['C1900H3128N20O720P20'],[-20]
"['C93H153N5O73R2', 'C20H32N4O12X', 'C88H147N2O70X']",[0]
['C31H58NO14PRCO2R2CO2'],[0]
['C6H10O6'],[0]
['C18H24O3'],[0]
['C20H29O3'],[-1]
['C20H28O6'],[-2]
['C61H116N4O43P4RCO2R2CO2X'],[0]
['C57H104N2O37P2RCO2R2CO2'],[0]
['C1540H2528N20O420P20'],[-20]
['C1485H2440N20O420P20'],[-20]
['C1780H2928N20O620P20'],[-20]
['C1725H2840N20O620P20'],[-20]
['C45H84N2O27P2RCO2R2CO2'],[0]
"['CH4O1', 'CH4O']",[0]
['C5H12NO4PRCO2R2CO2'],[0]
['C9H14NO3'],[-1]
"['P2HO7', 'H1O7P2', 'HO7P2']",[-3]
['C6H11NO6PRCO2R2CO2'],[-1]
['C20H27O2'],[-1]
['C18H37NO5P'],[-1]
['C27H46O2'],[0]
['C27H46O2'],[0]
['C27H46O3'],[0]
['C5H9NO3'],[0]
['C6H11NO3'],[0]
['CO2RC21H31N7O15P3S'],[-4]
['C3H7NO2'],[0]
['C2H5OR'],[0]
['C41H70N7O17P3S'],[-4]
['C6H15N4O2'],[1]
['C43H64N7O17P3S'],[-4]
['C3H5O6P'],[-2]
['C48H76N7O19P3S'],[-4]
['C3H3O4'],[-1]
['C45H78N7O17P3S'],[-4]
['C25H35N7O19P3S'],"[-5, -4]"
['Na'],[1]
['C45H76N7O17P3S'],[-4]
['C41H70N7O17P3S'],[-4]
['C3H7NO2'],[0]
['C39H58N7O17P3S'],[-4]
['C31H46N7O17P3S'],[-4]
['C26H45NO7S'],"[0, -1]"
['C45H66N7O17P3S'],[-4]
['C45H68N7O17P3S'],[-4]
['C6H8NO2'],[-1]
['C5H4N4O3'],[0]
['C6H7O8P1'],[]
['C4H8O2'],[0]
['C55H110N1O15P1'],[]
['C9H11O7'],[]
['C8H16ClN5'],[]
['C46H77O11P2'],[]
['C52H85N3O14P2'],[]
['C9H9O6'],[]
['C9H11O7'],[]
['CH4'],[0]
['C35H48N7O19P1'],[]
['C23H39O6P1'],[]
['C20H35O8P2'],[]
['C10H19O8P2'],[]
"['C2H8N', 'C2H7N']",[1]
['C10H8NO2'],[-1]
['C10H14N2O5'],[]
['C42H45N6NiO14'],[]
['C36H48N7O19P1'],[]
['C35H43N6O15'],[]
['C34H38N6O21P'],[]
['C49H56N9O30P'],[]
['C54H62N10O33P'],[]
['C18H24N6O5'],[]
['C29H38N6O16P'],[]
['C7H7O7'],[]
"['C16H28N2O11', 'C10H16O7N']","[0, 1]"
['C12H22O14P'],[]
['C24H42O21'],[]
['C36H62O31'],[]
['C36H62O31'],[]
['C247H393N17O213S12X'],[-13]
['C6H11O9P'],[]
['C84H135N6O61X'],[-2]
['C10H18O9'],[]
['C3600H6002O3001'],[]
['C24H42O21'],[]
['C9000H15002O7501'],[]
['C24H42O21'],[]
['C12H22O11'],[]
['C7200H12002O6001'],[]
['C7200H12002O6001'],[]
['C15H26O13'],[]
['C26H41O23'],[]
['C57H108O17P2'],[-2]
['C73H132O17P2'],[-2]
"['C6H14N3O3', 'C6H13N3O3']",[0]
['C71H109N13O39'],[-4]
['C74H114N14O40'],[-4]
['C77H119N15O41'],[-4]
['C74H112N14O39'],[-4]
['C95H152N8O28P2'],[-4]
['C55H89O4P'],[-2]
['C20H21N7O7'],[-2]
['C25H28N8O10'],[]
['C39H74O5'],[0]
['C18H31O3'],[]
['C4H7NO2'],[0]
"['C23H48NO7P1', 'C23H48NO7P']",[0]
['C23H44NO7P'],[]
['C4H10O'],[]
"['C19H37O7P1', 'C19H37O7P']",[-2]
"['C21H39O7P', 'C21H39O7P1']",[-2]
['C12H13NO9P'],[-3]
['C6H9O4'],[-1]
['C9H7O4'],[]
['C4H5O3'],[-1]
['C3H4O7P'],[-3]
['C3H4O7P'],[-3]
['C3H4O7P'],[-3]
['C33H54N7O18P3S'],[-4]
['C27H42N7O18P3S'],[-4]
[],[]
['C6H9O4'],[-1]
"['C402H633O144N96P1S3', 'C18H31O2SR', 'C29H51N2O9PRS']","[0, -1]"
['C37H60N7O18P3S'],[-4]
['C35H56N7O18P3S'],[-4]
['C3H2O6S'],[-2]
[],[]
[],[]
[],[]
['C5H9NO3'],"[0, -1]"
['C6H9O3'],"[0, -1]"
['C9H13N4O9P'],[-2]
['C4H3FN2O2'],[]
['C5H4N4S'],[]
['C6H9O9P'],[-2]
['C10H11N4O8PS'],[]
['C23H34N7O17P3S'],"[0, -4]"
['C16H23N5O15P2'],[-2]
"['C8H12N3O7P', 'C8H13N3O7P']","[-2, -1]"
['C5H7O4'],"[0, -1]"
"['C3H7NOR', 'C3H6NOR', 'C3H7NO2X', 'C18H28NO17P2R3']","[1, -2]"
['C4H7N4O4'],[-1]
['C15H23N6O5S'],[1]
['C10H12N5O7P'],[-2]
['C51H83N5O38R2'],[]
['C4H8N2O3'],[0]
['C4H6NO4'],"[0, -1]"
['C4H7NO3'],[0]
['C61H101O13S'],[]
[],[]
['C40H56O'],[0]
['C4H7O3'],"[0, -1]"
['C39H58N7O17P3S'],[]
"['C5H14N3O', 'C5H13N3O']","[0, 1]"
['CH2NO5P'],[-2]
"['C46H81N3O15P2', 'C46H83N3O15P2']",[-2]
"['C55H72MgN4O5', 'C55H71MgN4O5']","[0, -1]"
[],[]
[],[]
['C35H33MgN4O5'],[-1]
['C27H44O'],[0]
['C9H12N3O8P'],[-2]
['C21H32N7O16P3S'],"[0, -4]"
['C36H38N4O8'],[-5]
['C36H40N4O8'],[-4]
[],[]
['C9H12N3O14P3'],[-4]
['XH2'],[]
['C4H7O6P'],[-2]
"['C10H19ORS', 'C394H621O143N96P1S3', 'C21H39N2O8PRS', 'C10H19OSR']","[0, -1]"
[],[]
['C33H54N7O17P3S'],[-4]
[],[]
[],[]
[],[]
[],[]
[],[]
[],[]
['C41H77NO7'],[]
['C41H77NO7'],[]
['C43H79NO7'],[]
['C46H85NO7'],[]
['C46H85NO7'],[]
['C46H83NO7'],[]
['C46H83NO7'],[]
['C13H18N4O6'],"[0, -1]"
[],[]
['C71H120N2O17P2'],[]
['C89H150N2O32P2'],[]
['C27H44O'],[0]
['C35H31MgN4O5'],[-1]
['C35H29MgN4O5'],[-1]
['C12H22O11'],[0]
['C2H6O'],[0]
['C27H33N9O15P2'],[-2]
['C6H10O12P2'],[]
"['FeS', 'Fe2S2', 'XH2', 'Fe8S8XH2', 'Fe2S2X', 'R']","[0, 2, 4, -1]"
"['FeS', 'Fe2S2', 'XH2', 'Fe8S8XH2', 'Fe2S2X', 'R']","[0, 2, 4, -1]"
['Fe'],[3]
"['C8H13N2O9P', 'C8H12N2O9P']",[-2]
"['C8H13N2O9P', 'C8H12N2O9P']",[-2]
"['C34H32FeN4O4R4', 'C42H52FeN8O6S2']","[1, -1]"
"['CHO2', 'CH1O2']",[-1]
"['C8H14N3O8P', 'C8H15N3O8P']","[-1, -2]"
"['CH3NO', 'CH4NO']",[0]
['C6H12O6'],[]
['C6H11O9P'],[-2]
"['C3H9O6P', 'C3H5O6P']","[0, -2]"
"['C3H9O6P', 'C3H5O6P']","[0, -2]"
"['C3H9O6P', 'C3H5O6P']","[0, -2]"
['C6H11O9P'],[]
"['C7H13N2O8P', 'C7H14N2O8P']",[-1]
"['C7H13N2O8P', 'C7H14N2O8P']",[-1]
['C40H56'],[0]
['C10H12N5O11P2'],[-3]
[],[]
['C20H33O7P2'],[-3]
['C6H12O6'],[]
['C5H10N2O3'],[0]
['C5H9NO3'],[0]
['C5H8NO4'],"[0, -1]"
['C3H6O3'],[0]
['C3H8O3'],[0]
"['C2H4NOR', 'C17H26NO17P2R3', 'C2H5NO2X', 'C2H5NOR']","[1, -2]"
"['C20H30N6O12S2', 'C20H28N6O12S2']",[-2]
